"contactId","warmOppCount","soOppCount","warmOppIds","soOppIds","company"
"cL2CIHpwpaLrgehEjzI4","1","1","T8cYwCv69JGPaumKl2Yl","M0ipkyJtf4ySZCbHNMDb","Pantheon Cannabis Group"
"jvnxAxgWn6CYJSdo4dbW","1","1","Boc6jLPkmAcWjZe590HO","bPfIPxKNbIe4FO8ypiYu","Aurora Cannabis Inc."
"FjiMmdnALbUSK6SDSoHD","1","1","aUtk4u0rjOFRozrcllRT","IE3OZ3m0ZyDi6nrWijj4","Cannamazoo 24hr Recreational Weed Dispensary"
"ve0DiZt7NvH5lNhuPD7P","1","1","RBYxAVRfjeIZSSUFr9G3","xQlAT4fMtO8nsLmnv2ap","Nucro-Technics Inc."
"fXlyCnNkCpWIkQENEgsw","1","1","yBZumWOPhNRza1zs323N","YlRjHug9qZNSeISZFGrA","ROSE Lifescience Inc."
"jr4K2eoTX0PJHLNl0bYH","1","1","dg6jhEi9V0vLKKeRA1pA","F08vVMU7jvf2Obz2uv79","NV Green Inc"
"JBA27eyAwli0GVlMDqB5","1","1","hGHlVNO8SsW4OQ7pP4Zc","4t2u7ov684UMRtQcsHQ4","The Boston Beer Company"
"ElhbfNvmFpRowmrvkjGO","1","1","AX4d637n60rHdR6IqHVZ","uFpVIuTndpahaowgeZHp","Nostalgic"
"a5HRsNncd3CSx5HOc0AJ","1","1","5BmQDvdkV8QmKixZYibj","CLtq94ylFM2G3tEyrE9S","Jane Dispensary"
"nq4pwwVRN9uO6M1Ryf9k","1","1","31Mx2j7bTZhv3fpZelzI","VYz5rODAsg3PbJSFg58X","Canopy USA"
"ueJhHc8TTRZurBFXEtUs","1","1","AT2273nxjqbPV8OYuTWM","LTw5rjZvzmbZ8lKnJvlJ","Spiritleaf"
"vTNjzAL1ZPlS2hDd0StP","1","1","wXMMXXi5feVMrPfTJoCK","CXQC4kcwWuzQw2TzMYG5","Jushi Holdings Inc."
"YKnhq8iF79cfrf1qr7Cn","1","1","ZzIrseeN8McSc3Unist6","AbZ6hkl0PKmugz9StX0a","Santa Ana Star Casino Hotel"
"1nc4stBlSATh2CyAd3e7","1","1","XhyYPZFHJM1tnDdbzSBY","TLSOOoM4F8bRIYgfeiqg","Fresh Farms E-Liquid"
"zjJLuUp0QAAy1fT3D3lf","1","1","kpb1XFOzSLao9H8dpYA2","Egw1w4dDaWUhA24QNHhg","Fire & Flower Cannabis Co"
"k8ACiUJ7h9R4Bx5nAnt9","1","1","2cP5EIFDPuQncqeATpfT","E7XZ9XtIGLQ9D92RZhZ7","Columbia Care"
"w9AAQ1nHNOvri5VegpIF","1","1","aS7ygH4xsOIcoOOVYcnX","xES5Rh7wf61rE6zIevSj","Gordo's Liquor Store"
"llWHTQopTRt7SOdiurcY","1","1","PjiRkvQ2qX7v4YNUgspx","1D1bP58hd8XE8xyJPx7l","Coborn's Grocery Store St. Cloud - Cooper Avenue South"
"sQ44lr8jAGpqdePa3KUg","1","1","wtlqVw7Ve9AGiF5cZkrb","5tv3BvSuDoUCvviUnppn","IgadI, Ltd."
"RRTB0Uisft14YIr9PbtK","1","1","48gKctjgJqN64dkWC9sQ","gknegQr3upI6dqfkXxES","Elevate Cannabis"
"KBBdjP2KMVeeYdwrecRL","1","1","sEhPcqlnQYxxoSTOQrcq","J0tml7Ip7wdfvdDlOoIL","Organic Remedies"
"nzxuXaOpKTfuQSlly8n7","1","1","6v9T3rw3Ni64eLTMEVmE","lmOHvRuyhGuhoi8HfyM0","Kurvana"
"FMDoxeQ1t9pqD5KQyQlo","1","1","kpGiOhPq0pGSlDrfsuq5","AMDQR3IuPy8mGXnPkWlh","Sluggers Hit"
"9vHgGaQN3wtU6osZ53oK","1","1","dVp7k1eIDaHM79GquFed","kQQixvzHGEzH9MxPIfHa","Buddies Brand"
"RoCpG3Cq2X3ehrSqq4HV","1","1","McKHtyEKVy5viJcVKDEh","ET1rbINYB61Qjqc7mmKo","Organigram Global"
"7LIG77ubRSymUUUICw7q","1","1","wS2lTF4B0kCUyT9GhwHu","VtXghsp8mBS4pO0dX1Ja","Delta 9 Cannabis"
"hxeuhW2e8Ruq1Nrar2f1","1","1","3LIDaZmaIn8qrHHmJtES","rGdcQXKteZcfBWwrr3FA","Nabis"
"exZ3xPwFozkrwOcS4b4y","1","1","la2MdJtvZaGjG04e3Wka","gTrCXuPd8er446A02fj9","Nova Farms"
"tCe9AtKmxt1uFT7xIqwA","1","1","V2IADJmBvUynzjimMnFL","azgwP5EPB0wK6pUOK1jc","Dreamfields"
"1AYU7eOR7yhRyPPhW2AD","1","1","p1lOXNv4nWCaJ9rYSOro","RHDscAxECqQc0bjDDkli","Doobie"
"RN0wc995aIgXpGWIMtfZ","1","1","IFIJ69SRY24ZWqK2B01q","HNHcwOiWgRM6RJZXNaVA","Consume Cannabis - Chicago"
"W3UJv1vAfrVNRhCbx3k1","1","1","5nSbrSxlFZzUO5tT7rjl","PI5XvO2gfYuc3Ks1dNMq","The Botanist, Inc."
"vJl3Dw9C79jKryZVU87s","1","1","YvPiMznlY3FZwVNY8n1s","pjk5Av49CcfIAgpMsYZk","Theory Wellness Inc."
"SA6BbNt51NpDTIQ59Mfq","1","1","G5JjY7ee7YYNPowO3cve","9pAoq1qhrwFp4Hp3sbKQ","Organigram Global"
"MbCG3fiU9NRlpmu83BuT","1","1","mx22GaSRyBcRPWkvexvq","q0HyYmbvDrzQCwrrz2Pl","Pure Beauty"
"4baXokmyRuF3UYqG0vpy","1","1","d61rDHuvXtWTIy8hRSeM","JH4A06PXXksxclV7rQIm","Cookies"
"tEnefnZQdQSDwMW3Hiyq","1","1","V96bNMgye09LRvcCOsth","iYNcqUIZdEti8UK4djAd","True North Cannabis Co"
"yi7gcr4lGScCd0jrS2bZ","1","1","4lIdqJXX9uVgyndwUw00","tX8muN4PN3iwwusHfaqK","GrowGeneration USA Inc."
"h0bohukZj5BBDvk3eIYp","1","1","W3QA5nv7tQVhh4gPVz9V","IdOi2P40c7PTUhQhLCNX","Curaleaf"
"kxyYSvQr1pwC1fuIiYL0","1","1","4OXpYOMDHhzkuOUO3t1a","4oYWNJe2G7DNG6frfpi8","Kiva"
"MvSs4v7LVKiHJ2QwMyXI","1","1","oYPQm3BvMLMaJa5dN0X7","MmmlFbrPoClKN6HazTLC","Trulieve"
"4ec7yJk8ybHtmLlt1MUh","1","1","loHFqM9fNhvSbnCW2iF3","I3vuVdEQESBRx5ONNxTX","Royal 4 Systems"
"iBtBVPuvAKrpLDxTWFzG","1","1","pEr8HafYd83yVZYFwg5B","zAkoDNDlm2cUOIc2IE43","NuLeaf"
"MgJEWZi2laO0fhYRS3nI","1","1","mBBQ4Npg8HCtbOxU4bT9","HxHJ4fK3fi71OX6aNZm9",""
"OTZ7rKd8Sl1kgaFIOSlM","1","1","8QSrfWQWiX9Wbx75jL6J","Emp8XsPIqGgHLqH8MDak","Trulieve - Bristol"
"vLGPU1ImvvFVsydUMckl","1","1","xGE01n8hvWO3sgl2B8aX","crlGJPD3o8TUptoiuQl7","Conception Nurseries"
"RMx48Va0P4Gioy10GIVz","1","1","aRA2PdTIVAHhxFDdIbhr","2xuiOkb9On3WHiF1OJMH","Bloom Medicinals"
"po9cCvEvBs0jx0ZzKGlf","1","1","QbDr9BgNQ6tmoXGydqOO","aEl8EDGHuLVkp9blRPJK","metrc.com"
"W0V6vzsOgh0je4sTfNhJ","1","1","mdYx90kYaolZGDxn960k","0SILjbo0rMtp19nk8Jfj","Cannabist"
"D3QNm2hzAYor3ocuoVBk","1","1","un5lHLyg5gbDIFc4b1wI","4XyCqPy8apjffzWuyy7K",""
"j5sf3aMSbnYWU5tGWzh5","1","1","MiyixTBb8m84ke2F0oqL","Di2W1JAbBbiZJRdb7INr","Treeworks of Massachusetts LLC"
"ShX5mOXSWmfH3U60F63t","1","1","rIoA6Tl0tolbeik6PhjU","cCygoGPxIwkUdfIuzGHP","C3 Industries"
"Uzhd6PfPkKcVgcjQlqz3","1","1","qzViH21sa89SNkNrvBpZ","U3SqPJ2stoUO0WPGrLni","Minny Grown"
"DHHDBXDa2CM4Q3qQaNFd","1","1","NgYMrfTOw5rR9XUhyIcP","9pdoWHwsq9ID7jqDGZYZ","Holistic Industries"
"laUCcjp6cZ4yWjQY5vkA","1","1","g1vlzposraVupxwghkJr","nlOnMGvCL8D51WpF8NQW","Charlotte's Web Inc"
"dMPuSMoGbpz8XaUUZcws","1","1","9oWRQEBxlOvMk46cmbNz","fkeKntH2xdOwxguO1Z6j","Gron "
"4y98eCM8Z4It0Det1QKw","1","1","69xBs5x4KPVm3OFoLRf3","MBXFseOMMZRi2aYNXSgT","Cannabist Co Holdings, Inc."
"KwADsCVI5IsXx6skXITR","1","1","VNtcJKQyFROvyceZCk0b","iM1S2j7Ibyqtqm50EGoc",""
"yTCryMIegnkPMfzAA22p","1","1","VuIJOj7Ep64Q0XKLMaOi","TyMKVGeJ4txuz9MbmDGy","gLeaf"
"8TegFp5wtaJ2FhhORmRW","1","1","YZDINuZoMpFXda50kcob","R4otmDU0XIN1yIAEDHh7","Lifted Cannabis"
"EJHY9xxHhwSakSV8cJ7O","1","1","zex4SU1NeMtmp7bZcP5a","SBDxfeK1Icj8H7rz8exY","Cannabist"
"o5k928dUoAvvJAyEb6wj","1","1","1lyHXVQLqpUKIwOVu5Tk","TC5Yjtq29zjSI3JFnitR","YiLoLife, Inc."
"jRmc73Kh9x8a7SLIBt0R","1","1","QqAZHNS56q2eOchNzHCL","m9QJ5PLxFDR0IfcfUNDv","Aurora Cannabis Inc."
"aLAcwIt6NdZYsOf0LhXd","1","1","EFuWKgdRSOq9lUVNLmju","0jGs10ZekER2XUTKGiye","Kiva"
"wjtd4hGqRbWdzy1EffkW","1","1","qsIC7Yd3o1l12tpl0qGC","HZ8dg1XVPOx4SrRQd0ya","Eurofins QTA Inc"
"ip70IaYj06zqPCbzRObK","1","1","ZdtEVjSsdp4aht5uWgNo","JXr5gToxKen3k1TrufK0","JARS Cannabis Dispensary - Hazel Park "
"ZFYkwvRN21V9mbJ3Cbsp","1","1","oSITlHyryyNy0Vof3SFa","wUWWcO8UMY7GOziPTTKa","Hana Dispensaries"
"ofzJeGOZKAb4pAmWXikf","1","1","uUk5KAEkFDkd02QrjvDL","onlOCpixArq33Bxgq7GY","EMBR Dispensaries"
"5gyRTiH3jCpqiAB1k1ta","1","1","CzP9GBoF6O0UxHWgsnBJ","YMVJk9JmnJhgdy8WnXWG","Glorious Cannabis Company"
"xl8xEgtlFDVRCKgEJRy0","1","1","SS6Q5i1DsONeAhC81nmH","tqmkadIom4qceYgf6Qlz","ARISE Human Capital"
"PUS07g5XbjU2mBVvzWfP","1","1","GZb9pVw312hB2fTNj4dY","Hwp7L1ITWtadrCCCLYm2","Ayurcann Inc"
"nfvVxnqkn2oru9mGGrJo","1","1","RvWphv030fw2M5PfDVSD","dHVLIlzs9bBXCfA3MbJH","Claybourne Co."
"Zs4lF2DIAtzn7xZ0EfsU","1","1","tHM3BPJB5pSg0N75kqq8","JV86C1gL25rZdryvYsIO","Hawaiian Ethos"
"xs7volrU9QFeroEY2ule","1","1","AaEI522hwu8YwLFjm8LL","FSHqNfiLSpSPbzW2CXa1","Cresco Labs"
"EPrlHIQRisWC5zTS37H7","1","1","yIs5feMGRCmNE4GPNEVJ","wO8zjcJlDGEpivKxbeHo","The Flowery"
"gZ4jY4NWRDamsH2hNnLg","1","1","cRKeUlgryuQ7oTyaus3b","wnDoIYmpO1bumtNaMif8",""
"YO5dbspgji6MbBE15rLP","1","1","IWR9KY5I0xFKdFqDu1sH","qqzcjSYes3JdTY0TFY24","Statehouse Holdings Inc."
"MkVzgxnxOUfj1PPg4bsi","1","1","2WBd9Pu9KLvdUtdID40I","AMtkTa86jbCuyyXK20ln","Prince Lobel Tye LLP"
"fgoQIn6M146WibdVVZhg","1","1","V8tIAGsB8vEdapi2Mwk9","qhO28um9DVXogH50wvhP","Cresco Labs Michigan LLC"
"RL3r9l8H3qomLPR4Mgvr","1","1","trKHnXngbb1X6Z3iCMqJ","DePe0tO0fthcnIkvuUg4","Jushi Holdings Inc."
"9iLAklhDWrfVXvvJvdeW","1","1","z5dXPcA3wGDXUzBBOnrI","3qsX2rf9atLIwiZSbY2w","42 Degrees"
"2hAkhAgWhKoQDGylBl6E","1","1","jbQxwypg5jmVuicOhBzU","vvHu1FGXYons212j0nY0","Sundial Growers Inc. (SNDL)"
"k6k7tTl4ZFvDtr1PlBnt","1","1","I5whu2uKePPWYhu2zawp","j7vRQLJwBzvnaiEJTt2P","Blue Jay Farms Inc"
"TqA4qqdJ2BwpJQwnPBQW","1","1","lZraoeVVScQC5cOBc3dJ","T7WprXg7tNK0kGjU5y6T","Silver Stem"
"ixUmaVE4A8iPW1pEdL7V","1","1","ozrqIJu1GazaGjkaE1Pz","XhT0iZSjsHEK8Ei2zH0d",""
"6VnhWf2nPX6aVke3oklB","1","1","ndUYFTa1PHmlZEu9uHxD","SRtzfATs5BS5pQXDLUWF","Kiva"
"UuhCDZkzX114U73waEmV","1","1","0IlG6EWY58oSpcS6KA2R","yorTRgP4oBFVNgCnFfye","Naturae LLC"
"QvHyJhBmGEQtTws7GGc3","1","1","Qa547rNSpzMc7k0rZRJL","balVn8mkZqiemdZXyFaU","Great Northern Cannabis"
"hhqzwpf8gEZ62PHfJNJT","1","1","9Sm2H74hcy41FGdOrTKy","EDVxuoF8DEEUfmkADTMt","STIIIZY"
"D6ypYkeyaeg9DmcygnJP","1","1","u0sORq6tHeTAivkNXCzP","zvTEFQerU3owHIqBTDtF","BellRock Brands"
"nWa4IZLES8clflv21rs7","1","1","9BLbObBIjN6aP7BKgHnL","DVOxl0QSKxMyTDNMprBD","Nova Farms"
"CxtuSBZ2WgHTpcAMFXQw","1","1","znwNu5DM3rTlLifTO3YL","RrWMYBHf8vt5qkPaB4aa","Charlotte's Web Inc"
"Djl1N6xRmkJhHXejUwzp","1","1","W2tfiPyHJadby8PawRBW","sCN9cD3d1XjErn6FQNjP","District Cannabis"
"05mSnQYtPldlmjlPnq7B","1","1","XazjZEQhWndng1cLfozm","JH3hQ9IAq0l4ZoSRbnSG","Aurora Cannabis Inc."
"T0pNzNSQoeTvMHC3kbBn","1","1","8TSnZbBFGZpwb6nfVnAV","ilofH6lw6gJllT7SKAS3","Greentone "
"vyWf50o5hU4N3n30Sj0b","1","1","Eu2T8Gxqu1tzCbxKEipZ","la5shLIvOg9Ow4xB1H8Q","Glow Lifetech Corp"
"Vnw8ZFy7LhwfpTKNtSe6","1","1","C2Y8LRBxdiyeXRgegXND","sBY1PKHjm14kp2gCHM67","Pure Sunfarms Corp. "
"Gw6pwjfbUvFUz1e9onOw","1","1","XE4bOjKJN8BijYC8AtAs","9jnxpdVUmWCLIKegd2UR","Kief Cannabis Co."
"S7Oin0iWeeWJHMxF933o","1","1","OhHLPAffSWflKyvhIc3U","XvHDrJpxIpXDaYtgIJ0h","Central Coast Agriculture"
"KsgjvQXUEWJrgTFcQ3Z9","1","1","JN6ZAXGZCd95e0jPZuW0","zn1inpy1brT9nsqmqi8s","Root & Bloom"
"lsgZFAeTACF5rlqXZKJJ","1","1","sCiJ5cOAnFzzEteMBFGM","ocv23iaTH6WaBOKGUCaQ","Columbia Care"
"kpiwhemzw1aOclIzYJHN","1","1","RDl6F7hw3plDa3re05s9","A2ruxpFr6lCnxT89dBz5","Life Extension"
"YAWtuBU1G51UBaifvXpo","1","1","m88HyI0fS70wcwA1dlT3","cqEQZfTyEFK3m4sC2g0x","Jushi Holdings Inc."
"GG0PIySd6NrfSK3bXLvX","1","1","itfzlG4xHZuJ7wryC3Lw","chJZWndR6ELAiU66IXd0","Ihc LLC"
"SDmsRVXBM8UhoXcGqUdR","1","1","cr675D0PR1QTPMOzTfL5","nxHMuTagHTDc6sdoOguy","STIIIZY"
"NnXYFlgoULPr0aGJY7J6","1","1","Zg9XNVokjz746fI26zHR","WVZ0xzuyKA1lhq0sUdLq","Trulieve"
"MB5wJbOUYc2ZoZMHDHPm","1","1","VfK3KvkMl5K0o8RXHhrh","JTbeJ2PuUiBhcdzNOIaE","DreamFields "
"XpzAdtUS18O6uEEIEc9I","1","1","NniSW3HhfvFHgytHusUI","CldH6wIUQoPHWAUkb0tr",""
"n6oODekGkyF5VarClagd","1","1","l1e9TmEQo4hKeFJtZIPm","KWZq0qZ3H8BSLCNcwAQZ","C3 Industries"
"CwlyLGTvNHehdOFXsMGQ","1","1","nkKjzVq7eODFiaEnaC04","Z5AwIM24fg5D5BeR5tQr","Falcon Brands"
"NwBTonVOo3wJteGIJ6KP","1","1","RSEGdBgh8ngD3EOmDlie","Yn6Ltrc4Dnd5FEfdi6FA","Bud & MaryΓÇÖs"
"YDhzkU3vMTrGV1brNlAx","1","1","9wdmi1NF7NjtVOEHax3H","CMzgK8cYNpS4dmd3y7Q7","ROSE Lifescience Inc."
"qEPkQ8TVKn3D9DQDuqho","1","1","kvlx7AwQ3uZUsoS7qlHl","lOKgx2qoMAjVMzVKLVfj","Surterra Wellness"
"ZgGZl2uYqi1YDIyeoYcp","1","1","7mqpZxbhkdL9vR0w64k8","eqeFfdxajJLz3AFVot9c","Terrabis"
"l79k0OdNnUHziAX0KC2u","1","1","dkcwiK26FzIelPQTm49g","lytF97DSW68Dq5l6SlW7","Trulieve"
"evpu5C6ivLNc5b73jndw","1","1","MOH5kikzadkgiT8f4AP7","6KQbGhyhwD3iQxv2CWiM","Curaleaf - New Lenox"
"LOt1ZgK5Br6GnQ3bwLfV","1","1","mg7N8xIevoraRW4uM3RZ","qpgU2uFY9AYYB8yif2Tz","Rubicon OrganicsΓäó"
"AC4gmoqrY029z3iuW1ih","1","1","vWXydeWbvUpFkVwjIyFF","izxfBqqtvFbn9IsNPZho","Natura Life + Science"
"rwWwuDeqsASGhmNEGXsy","1","1","BvYOGxUGbBZVu5tgz4q8","PLl3DnUYvb82arwJ2TQ2","OrganiGram Holdings Inc"
"gPuDD4wimocZGxAKY2iz","1","1","y7CaRpwP3Ucc6s6JZLzZ","ZvQwHnOWsBe3mDxKuOH2","Nova Farms "
"1WHz8JNjo1GLnIyGB1eh","1","1","yHXxtgNtirpRnelcR7gk","IJZa4vbeqCHrnjIzJOiu","Karma Originals"
"6HBljiNBhyGtfxFhhltd","1","1","2kPUUWiBQtAkwC1FQGdZ","bpZrs9mHQr8sSmJ0mTVE","STIIIZY"
"3vxzPeAKaa5gYIPxNeMp","1","1","huiKqpAdWVqm9juxkFEe","vg7RTnPrqf6myBExT6OX","Chicago Atlantic"
"hZE4KreYfJyefMSI57j9","1","1","qw6Uo62xLkP9r6Pkm363","K5Vj12oYQxquAVMYXC3T","Curaleaf Holdings"
"n6AEslNYBsw3XH3cfPYH","1","1","wDVWFngZQk6eiyBSryMU","OjJpybRgugCBDiRAdtGb","Nova Farms "
"jBo5WUXHEtXiwQKR14fg","1","1","vpuBy2SSgle8zmJEFhMQ","yh0PEBqV4q42OtDASI3b","INSA"
"ir6EkkvPNcr87TV0EvCT","1","1","162LtxBJG0JSeA97CdAW","eqbloLT5fWwP2LgAirUa","Klutch Cannabis"
"n57oGHlknVn9AUD8uppC","1","1","iICOJw0C8NsVRklEIgud","2FvRwuagAzvNm5zvq0Rr","Metrc"
"MQFlvrsl9APZInGfRTIm","1","1","cMTd9b0iREzwfdsRz3n8","kp7cU0Ju96jCZvOBOkOI","Common Citizen "
"AppRvUtdZ5wXIMW4fA6k","1","1","PLGoIPqbj4mE56yVDKPG","7oVWjlHKP6KWlZeDK2B2","Flowerwood Medical Cannabis"
"KoAW3uHslkia9PUIw3Rd","1","1","TM2L83t46cLCfDlaTj2r","ZXtHcWw3QjWb5sGKKx8V","Elevated Roots"
"zB9MsCtjJfoVoRCl2bGV","1","1","5U7XGR1oQFypQHBrWe01","ha88tbFTrTqSsK3u5bMb","Jonny Chronic"
"ZU0gQ5iJPQXVvJusHvif","1","1","WYNsIlv2u0EluupTJZMF","uIpobhdD0tzFGHhE1dPd","STIIIZY"
"FV0UoQNruLXodd3Xdg4q","1","1","DhOfqAZyLuA48QwMiXON","w2dfjhqsynge5Lss83sm","MyFloraDNA Inc."
"FUB9hRGJDzguXVpRm4TK","1","1","DxvdNkxOhxzhK3gs59WJ","LdxFc5vH3kVJwOE8J1OP","Nabis"
"1UXMRAPF4IFXgJIe54yx","1","1","IJiKlKrxLhmQEnB3QUb4","kJMVdgLDyA8JfX6VZIZB","Columbia Care"
"81x0H6SO9MxycKflDik0","1","1","IoUL32rNv40FWCJysbRr","uAFAnR4YV75k9Bdj612W","SoGanja"
"yeI3p5qpAdXEfzJcTmNx","1","1","Keem8skzV5Z8mk7SzYM4","DzpS75OVK7TQVNMgy500","Airgraft "
"wHFtePjVbCwSLBdwR3ke","1","1","Rl39CI4rRMeTsytgHSSo","0ID1GcBYszGKO8HIrzTQ","Curaleaf - Central"
"fdPd190SOblhLDTOMobo","1","1","7rXxAre5OcXO4FKCxjxG","Iibw8Aq5L5cPNuBHCbxf","Buddies Brand"
"OCho0iC0CXWtUZRIuwLh","1","1","jfoKWi6S9lCbE2AIgYdD","FquOLpHyuFAyaHwrGKuM","NV Green Inc"
"BKwFu4e3YFFYBlrRT0dl","1","1","zjE9exSNZxqxeXfZMTlT","uWxKkg1btceGx3gY6sWt","SOKRISPYMEDIA"
"x9xxF3K1t8HZhTjhDnHO","1","1","rrP6YshHs9OjtCAtFVC2","RVP2jxKVxQ3yDGCTo2kQ","Trulieve - Limerick"
"7Aj2jVicm2BqVUCXHur3","1","1","FKdVuQLhvfy6AFFtpYyM","GQn6otXp0JVJAfqeKxoZ","Sensi Brands"
"JWZDEXnxrM7ucFk5IlBG","1","1","55WVd6G5sEf41WquRdxA","ItLyporjGymf3GuTT2He","Vireo Growth Inc."
"4DdS4ALit6uokgIWasn9","1","1","0DhYSLVMjadqozY6zNkg","Rx50tVevhYrPCP6cfotH","Trulieve"
"9pUJtNvxbEAFURWr9i34","1","1","t7s8WWnC3IOAOIEKuZsW","3UZ4WGYEz7QCgeI78JaI","Pharma Medica Research Inc."
"HS6hQ4Fy6QNbjWe3otBP","1","1","c3dcgcklnKTLOz6l47n5","kICY0X7mMI8ZokF3REuy","JARS Cannabis - Mt Clemens"
"WcdkaBAziGom97kjpnef","1","1","OqTJtM3HtRCBe7BcBvEu","XWLhabORbdR5lnB94f3V","Emerald"
"JUiGoodoonCu0oJyIPq7","1","1","eyOpPT5f4w7FV9wYdGHo","cinuHme4e41DWg61jM79","STIIIZY"
"ftqdsfEDy4SQv54d7368","1","1","JhQykYCM6bQX2trJKMcj","dAIxo4CbZ7W7doqFq4QX","Jeeter"
"ZcPjdHoLqtCYn9Rnen01","1","1","pBGEvDUiCPWpP9WFs885","eFtMKqbQgeqNyL7Q4rHj","Ethos Cannabis"
"udBjXGbmJfQv3uWkKbRC","1","1","KjxfMg2IqhdKHdkhYx5V","oFc1MqWjz42Vr6djc3o7",""
"xUKh0tZw0lbLk4graUZR","1","1","USHifpwSa90kDryfxIOS","F2YdJ3MH5YteKXd6jQJc","Teledyne Technologies Incorporated"
"ZQ69PeLlTCI4O39Mw0mq","1","1","W4Of1yvnseQqFESlYaKK","ZXT2yWaxH4GAzbQWDwzN",""
"B92eNNOIlLoGDx5PJLt0","1","1","gdPwgwfS3iJCMWdWBlQ6","eouniHdV6Ia36iSKwjMs","Vext Science"
"iTqvG0EhU6vwn9RE9jcq","1","1","4lnjzrvbHLKenCtGyLsE","MsFAK3cVTb6utX7hWdqZ","Verdes Cannabis"
"BuB5QxwzWZZZILQjSfRE","1","1","whA6mu0m8hgAA8wwuqDu","9fiepihVZa3sTIGsvqGt","GrowGeneration USA Inc."
"phexqHlhkVBOkvsdp8RT","1","1","2uFQn9a3vUEu88UC8vEb","fJG56wbLTzvdSifGULHp","Sensi Brands Inc."
"a1FjtXCYeBvtN2gkzkNm","1","1","PTc87hlc7td3VZkOiK6j","5CedAoi3eqIiWqw854yc","A&L Canada Laboratories Inc."
"VFrx8pnIzLCVSGlpSyyy","1","1","irW7EGgdXzeRIex9bfuI","siF2QmbUFfk7d5CJElaN","Organic Remedies "
"eUj99pM08TBG7p8IQFQW","1","1","yFvP7JJChKTbgI1Fb4Qh","ZyxU2P0qgIDUEdMPWvD9","Nova Farms"
"SxmrqkRiHh07WdBnBBEb","1","1","5upihw9aSXYzsKxksxW2","WDGmDI4t9s4903kD1qtA","Mistik Cannabis Co"
"Qs64Tz6wg2Evi0hflmRx","1","1","oaNPUxR7m81tQ4BeVcKs","72vJWiwsb3VaxqD21pO9",""
"HtobrfLwavje31XfyoIg","1","1","JfXHTVK7qn2ifR6mO9QA","Wx1qQvyxAGsJmKWIqNC0","Curaleaf Holdings"
"bUdR4Dv0R0VrkabqYXpk","1","1","jAwcCtYRUw5zYxx9deLc","4bkpWGcWcnOql1FKffwF","42 Degrees"
"o3b5bYqhF6yNhEB1Zt30","1","1","jUZoDPgNY36GbHp6tj6X","AUkcA5mni9NapxL5VUuQ","Rouge River Chocolate Inc."
"m8uQox9TFxjg9t6bb620","1","1","5dYtnjEhUKXqSITUhIu8","xvUxzl6c2IRTPMLR8j1g","Magic Cactus"
"tNqdyQ6APUqA9QmWYJjg","1","1","LR4qPTYgQKLGFg7QZBy3","J5Bqb0HwNCv9noUlmlB7","Cantrip"
"WremxRVec5QYV9i7Mjvq","1","1","P6dIWwSvYKLb3X0CKPxI","RmD3NzYxx8YaQlSGkdGF","Curaleaf"
"znrdCrAHhnIkpd2xw82s","1","1","rFvR29BkZaAYbxSD2x8p","A8p5jgbSR52KZzGnkKOR","Culta LLC "
"60o6T85Q0yjTS8q9mFxj","1","1","D4q1mejlC5keIaLEW49l","N9dVsjQz9ifrzeIFqbkS","TXOG - San Antonio"
"EItm1JiKSVJBY5QmQZjY","1","1","ZpNXiiTLgI7WqPkaORk7","W0Lt6kBsKrVFz7cxnYpb","Laksmi Botanicals LLC"
"FE623EHvamho7cg3YJqk","1","1","UGS2iFH9edUYpN1d7VbK","LgwsbkFxF2diZpISDeGX","Humble Camp┬á┬áΦ░ªΘÇèΦÉÑσ£░"
"9Z4S4Ru3YXHVBA3jJ6qe","1","1","gtWQJAXZ7t72CqpB6jv5","XdUTTLl8Jer5GhYm3BFL","AYR Wellness, Inc."
"kLD9ZoyjPwGrhLFj10a5","1","1","jcd0JEJffXI1McwsyuRa","7aS3bsgZf6suSUr2TfbR","Cannabist"
"2gfkIbz2GuAoYDn2GHRd","1","1","2SgvUOipHklTm8SH2Gz2","uraWu1nOuFF2CsJ6HdJW","Cannabist"
"gBZD6COTdj82d1zO6U3G","1","1","mEuKGNhyX7keZRjBPF08","QGQk4Sby0IfyAYpQUBaa","Rubicon Organics"
"CYggTTE95xWnCXycG19x","1","1","tz18UXaVqSNzrr5uYi3s","yrQyAOwqfRoeyOpDzlzl","Grip Cannabis"
"8x9L7TJAmD3lviJRR4nT","1","1","3yf6JKGmzYmwuqdymDbU","S0wDiwZXItTlz5QgHhfE","Good Day Farm"
"srH8XuxgqCdkr7yCrrzW","1","1","dIRdo9o9tthZCExj3v8c","Qht7Gc365NdkCG2PR8aL","Laurel Harvest GP "
"jqxdcI4EJHZPZhniS1S3","1","1","i2fwODRPoGwgxyKyVadN","37Hu3rQ0TgyfMx6uWDVO","Gardenhouse Brands"
"oFJXDKvHPlwfy4uINgmL","1","1","OgZ8DyOJvRYsGqYl4Sfx","aFwHliCY1Cy0FFqZktWp","Nova Farms"
"HJ1wpMyfQ2xX93B5KqW5","1","1","lg9mmtFzHUQGLcHiqZg5","ExUCVfUKQh8ONrA1tSip","Auxly Cannabis Group"
"FLFw1gZlxOjavQ0h43LO","1","1","BhCHEaxV7hygZXZ8JtJM","AvAnIpnM3rE7W4AyC5n8","Smithers"
